,vacancy_id,section_id,section_title,section_body,target
465,39744387,0,обязанность,участие формирование управление IT бюджет оптимизация расход,0
466,39744387,0,обязанность,составление тз закупка оборудование 223 фолзанин контроль исполнение обязательство договор,0
467,39744387,1,требование,глубокий знание стек протокол TCP IP понимание маршрутизация туча динамический,1
468,39744387,1,требование,опыт внедрение администрирование интернет магазин администрирование сайт компания,1
469,39744387,1,требование,базовый знание язык программирование Python PHP,1
470,39744387,1,требование,базовый знание HTML,1
471,39744387,1,требование,понимание принцип работа телефония маршрутизация звонок взаимодействие разный сервер IP,1
472,39744387,1,требование,знание сетевой оборудование CISCO MIKROTIK,1
473,39744387,1,требование,знание линейка оборудование HP SUPERMICRO,1
474,39744387,1,требование,знание DNS AD GPO DHCP NPS RADIUS DFS MSSQL IIS,1
475,39744387,1,требование,понимание работа кластер виртуализация понимание знание разный топология построение технология,1
476,39744387,1,требование,базовый знание оса Linux,1
477,39744387,1,требование,отличный знание линейка серверный продукт Микрософт,1
478,39744387,1,требование,понимание структура принцип работа 1с,1
479,39744387,1,требование,опыт работа инфраструктура 30 маршрутизатор 500 рабочий место,1
480,39744387,1,требование,понимание принцип работа интернет магазинаэквайринг 1с битрикс субд,1
481,39744387,1,требование,понимание архитектура почтовый сервер знание инструментария,1
482,39744387,1,требование,знание сетевой безопасность,1
483,39744387,1,требование,понимание принцип работа межсетевой экран фильтрация трафик,1
484,39744387,1,требование,опыт работа базовый знание язык запрос SQL опыт работа субд,1
485,39744387,2,глубокий знание стек протокол TCP,высший профильный образование,5
486,39744387,2,глубокий знание стек протокол TCP,опыт работа аналогичный должность 2 х год,5
487,39744387,2,глубокий знание стек протокол TCP,рекомендация,5
488,39744387,2,глубокий знание стек протокол TCP,участие подбор адаптация IT персонал персонал,5
489,39744387,2,глубокий знание стек протокол TCP,умение организовывать работа отдел постановка контроль выполнение задача анализ эффективность,5
490,39744387,2,глубокий знание стек протокол TCP,умение организовывать поддержка пользователь удаленный точка,5
491,39744387,3,условие,5 2 8 00 17 00,4
492,39744387,3,условие,оформление тк рф гарантия компенсация белый заработный плата,4
493,39744387,3,условие,молодой дружный коллектив офис центр москва,4
494,39744387,3,условие,офис 15 минута пешком метро павелецкий,4
495,39890724,0,обязанность,анализировать клиентский обращаемость делать вывод необходимость автоматизация ряд обращение,0
496,39890724,0,обязанность,строить график визуализация работа различный бот чат бот голосовой,0
497,39890724,0,обязанность,общаться заказчик робот находить точка применение робот,0
498,39890724,0,обязанность,следить клиентский сценарий бот отражать работа график,0
499,39890724,0,обязанность,находить зависимость проблемный место продукт обращение пользователь поддержка превращать проблема,0
500,39890724,1,требование,аналитический склад ум,1
501,39890724,1,требование,умение критически мыслить,1
502,39890724,1,требование,умение работать большой поток задача приоритет,1
503,39890724,1,требование,умение продуктивно работать команда,1
504,39890724,1,требование,желание развивать новый продукт,1
505,39890724,2,проф навык,английский уметь читать профлый литература документация,1
506,39890724,2,проф навык,Python pandas numpy json re requests,1
507,39890724,2,проф навык,SQL,1
508,39890724,2,проф навык,Jupyter,1
509,39890724,2,проф навык,PostgreSQL,1
510,39890724,2,проф навык,RegExp,1
511,39890724,2,проф навык,Bash,1
512,39890724,2,проф навык,Agile методология,1
513,39890724,2,проф навык,понимание принцип работа машинный обучение,1
514,39890724,3,плюс навык работа,tableau grafana,2
515,39890724,4,условие,работа комфортный офис метро водный стадион уютный офис панорамный вид,4
516,39890724,4,условие,профессиональный развитие постоянно проводить митап тренинг мастер класс твой распоряжение,4
517,39890724,4,условие,бесплатный вкусный обед уютный Tinkoff сafe захотеть перекусить каждый этаж,4
518,39890724,4,условие,забота здоровье оформить полис дмс стоматология страховка несчастный случай твой,4
519,39890724,4,условие,занятие бесплатный фитнес зал Tinkoff Sport пользоваться тренажер посещать групповой,4
520,39890724,4,условие,достойный твой профессиональный уровень зарплата,4
521,39697200,0,предлагать,должность “инженер инфраструктура DevOps”,3
522,39697200,0,предлагать,высокий заработный плата определять результат собеседование,3
523,39697200,0,предлагать,возможность удалить работа,3
524,39697200,0,предлагать,применение современный технология работа,3
525,39697200,0,предлагать,карьерный рост желание,3
526,39697200,0,предлагать,дмс,3
527,39697200,0,предлагать,оформление тк полностью белый заработный плата,3
528,39697200,1,нужный делать,регулярно повышать личный квалификация применять современный технология практика,0
529,39697200,1,нужный делать,настраивать поддерживать процесс CI CD настраивать конфигурация,0
530,39697200,1,нужный делать,поддерживать группа разработчик программный обеспечение часть настройка администрирование стенд разработка,0
531,39697200,2,простой наличие опыт компетенция следующий,опыт работа оса GNU Linux знание уровень системный администратор,1
532,39697200,2,простой наличие опыт компетенция следующий,опыт конфигурирование systemd,1
533,39697200,2,простой наличие опыт компетенция следующий,опыт настройка управление Nginx,1
534,39697200,2,простой наличие опыт компетенция следующий,опыт настройка поддержка процесс CI CD Jenkins Drone CI,1
535,39697200,2,простой наличие опыт компетенция следующий,опыт установка настройка ELk,1
536,39697200,2,простой наличие опыт компетенция следующий,опыт написание скрипт bash,1
537,39697200,2,простой наличие опыт компетенция следующий,понимание следование подход инфраструктура код,1
538,39697200,2,простой наличие опыт компетенция следующий,понимание принцип управление конфигурация Ansible,1
539,39697200,2,простой наличие опыт компетенция следующий,опыт работа контейнеризация docker,1
540,39697200,2,простой наличие опыт компетенция следующий,опыт работа Kubernetes знакомство Helm являться плюс,1
541,39697200,2,простой наличие опыт компетенция следующий,понимание принцип работа Git,1
542,39697200,2,простой наличие опыт компетенция следующий,опыт автоматизация сборок проект Java JS,1
543,39697200,2,простой наличие опыт компетенция следующий,опыт сборка проект посредством Maven Gradle сборщик являться плюс,1
544,39697200,2,простой наличие опыт компетенция следующий,опыт сборка rpm deb пакет,1
545,39697200,2,простой наличие опыт компетенция следующий,опыт работа PostgreSQL знакомство MySQL MariaDB,1
546,39697200,2,простой наличие опыт компетенция следующий,опыт работа инструмент мониторинг Zabbix Prometheus,1
547,39697200,2,простой наличие опыт компетенция следующий,понимание принцип работа IP сеть L2 L3 стек TCP UDP,1
548,39697200,2,простой наличие опыт компетенция следующий,понимание принцип сетевой межпроцессный взаимодеитствие,1
549,39697200,2,простой наличие опыт компетенция следующий,знание понимание принцип работа облачный сервис “инфраструктура облаках”,1
552,36760612,1,ожидать,отлично владеть PHP Python Go готовый развиваться Go будущее,1
553,36760612,1,ожидать,понимать устроить HTTP,1
554,36760612,1,ожидать,уверенно писать SQL уметь оптимизировать запрос схема,1
555,36760612,1,ожидать,понимать ооп уметь применять практика основной паттерный,1
556,36760612,1,ожидать,знакомый основной алгоритм структура данные способ защита информация,1
557,36760612,2,предстоять,разрабатывать высокопроизводительный микросервис Go поддерживать код PHP,0
558,36760612,2,предстоять,развивать продукт работать новый функциональность,0
559,36760612,2,предстоять,сопровождать полный цикл жизнь продукт проработка продуктовый решение депло код,0
560,36760612,2,предстоять,участвовать проработка архитектурный решение,0
561,36760612,2,предстоять,поддерживать развивать горизонтальный платформенный сервис,0
562,36760612,3,работа это,интересный важный задача перспективный проект,0
563,36760612,3,работа это,передовой технология подход возможность пробовать новый,0
564,36760612,3,работа это,опытный заинтересованный коллега готовый оказать поддержка,0
565,36760612,3,работа это,возможность приносить польза миллион пользователь реализовать решение основать данные,0
566,36760612,3,работа это,возможность проходить обучение счет компания участие внутренний митап хакатон тренинг,0
567,36760612,3,работа это,комфортный условие работа дмс фитнес обед офис прекрасный вид центр,0
569,39138328,1,обязанность,преимущественно функциональный интеграционный регрессионный тестирование,0
570,39138328,1,обязанность,частично написание автотест,0
571,39138328,1,обязанность,ведение тестовый документация,0
572,39138328,1,обязанность,регистрация найти дефект контроль исправление,0
573,39138328,1,обязанность,предоставление отчет тестирование,0
574,39138328,1,обязанность,взаимодействие разработчик аналитик участник процесс разработка,0
575,39138328,2,требование,опыт сфера функциональный тестирование менее 2 х год,1
576,39138328,2,требование,опыт интеграционный тестирование менее 1 год год,1
577,39138328,2,требование,опыт тестирование система дистанционный банковский обслуживание менее 1 год год,1
578,39138328,2,требование,знание SQL продвинуть уровень составление запрос различный сложность объединение несколько,1
579,39138328,2,требование,опыт работа багтрекенговый система система управление тестирование HP ALM Atlassian,1
580,39138328,2,требование,опыт работа Agile скрам команда короткий спринт неделя менее 1,1
581,39138328,2,требование,опыт анализ дефект инцидент итог промышленный эксплуатация приёмо сдаточный испытание,1
582,39138328,3,желательный,опыт автоматизация тестирование Java Selenium разработка новый актуализация существовать автоматизировать,2
583,39138328,4,условие,оформление тк белый зарплата задержка,4
584,39138328,4,условие,работа проектный команда гибкий методология,4
585,39138328,4,условие,возможность прокачать скилла поднять свой экспертиза,4
586,39138328,4,условие,возможность создавать сервис миллион клиент,4
587,39138328,4,условие,дмс испытательный срок,4
588,39138328,4,условие,офис находиться пешь доступность маротра кутузовский,4
591,39726847,1,условие,гарантировать полугодовой бонус результат оценка деятельность,4
592,39726847,1,условие,интересный работа молодой активно развиваться компания,4
593,39726847,1,условие,оформление тк рф конкурентный белый заработный плата оплачивать отпуск больничный,4
594,39726847,1,условие,дмс,4
595,39726847,1,условие,вкусный кофе наш общий кухня,4
596,39538555,0,управление информационный технология крупный научный,отдел связь,5
597,39538555,0,управление информационный технология крупный научный,отдел технический средства обучение,5
598,39538555,0,управление информационный технология крупный научный,отдел информационный технология,5
599,39538555,0,управление информационный технология крупный научный,отдел автоматизировать информационный система,5
604,38149551,1,предстоять,тестирование описание тест кейс функционал,0
605,38149551,1,предстоять,автоматизация тестирование,0
606,38149551,1,предстоять,доработка библиотека автотест,0
607,38149551,1,предстоять,написание авто тест кейс Framework’е команда,0
608,38149551,1,предстоять,сопровождение ифта пси тестирование,0
609,38149551,1,предстоять,формирование согласование релиз,0
610,38149551,2,технический компетенция,стэк проект Backend Java 8 spring boot spring cloud Oracle,1
611,38149551,2,технический компетенция,стэк тестирование Selenide Cucumber Unit,1
612,38149551,2,технический компетенция,архитектура проект микросервисный,1
613,38149551,3,ожидать,официальный оформление согласно тк рф полностью белый заработный плата отпуск,1
614,38149551,3,ожидать,конкурентный уровень заработный плата который обсуждать собеседование,1
615,38149551,3,ожидать,премия результат работа,1
616,38149551,3,ожидать,ежегодный повышение уровень доход результат аттестация,1
617,38149551,3,ожидать,график работа – стандартный гибкий подход гибкий начало окончание рабочий,1
618,38149551,3,ожидать,корпоративный курс английский язык также собственный учебный центр доступ семинар,1
619,38149551,3,ожидать,дмс корпоративный сотовый связь,1
620,38149551,3,ожидать,возможность внести свой вклад реализация интересный амбициозный проект участие крупный,1
621,38149551,3,ожидать,меняться развиваться это организовывать корпоративный отдыхвнешний обучение прочий мероприятие полезный,1
622,38149551,3,ожидать,работа возможный наш офис кутузовский проспект 32 удаленно,1
623,37415891,0,обязанность,выявление требование продукт,0
624,37415891,0,обязанность,формализация документирование требование,0
625,37415891,0,обязанность,согласование требование заказчик весь заинтересованный участник,0
626,37415891,0,обязанность,описание сценарий использование решение подготовка user stories use cases,0
627,37415891,0,обязанность,участие проектирование решение,0
628,37415891,0,обязанность,участие разработка интеграционный сервис взаимодействие внутренний внешний система банк,0
629,37415891,0,обязанность,разработка проектный сопроводительный документация Confluence,0
630,37415891,0,обязанность,разработка сценарий тестирование функционал решение,0
631,37415891,0,обязанность,проведение приемо сдаточный испытание решение,0
632,37415891,0,обязанность,участие проведение ифта внедрение промышленный эксплуатация,0
633,37415891,1,необходимый навык опыт работа,высший технический образование,1
634,37415891,1,необходимый навык опыт работа,опыт проведение интервью сбор требование автоматизация,1
635,37415891,1,необходимый навык опыт работа,знание нотация описание бизнес процесс IDEF0 UML EPC,1
636,37415891,1,необходимый навык опыт работа,опыт написание технический документация тз спецификация разработка проектный решение пр.,1
637,37415891,1,необходимый навык опыт работа,обязательный опыт интеграция информационный система применение различный интеграционный решение Веб,1
638,37415891,1,необходимый навык опыт работа,опыт работа аналогичный позиция год,1
639,37415891,2,плюс,знание язык запрос SQL сложный запрос группировка данные объединение данные,2
640,37415891,2,плюс,опыт работа Confluence Jira,2
641,37415891,2,плюс,опыт проектирование распределить система работа данные транспорт данные шина данные,2
642,37415891,2,плюс,опыт организация хранилище данные,2
643,37415891,2,плюс,опыт работа кц автоматизация обслуживание обращение,2
644,37415891,3,условие,достойный уровень оплата труд оклад годовой бонус,4
645,37415891,3,условие,дмс фитнес центр,4
646,37415891,3,условие,корпоративный обучение курс тренинг,4
647,37415891,3,условие,локация офис москва кутузовский проспект,4
648,37415891,3,условие,работа ответственный интересный,4
682,38946473,1,задача,оптимизация иметься система уменьшение нагрузка сопровождение обслуживание система счет автоматизация,0
683,38946473,1,задача,изучение иметься система поддержание актуальный знание взаимодействие подсистема механизм влияние,0
684,38946473,1,задача,активный проактивный поиск возможный проблема архитектура система устранение,0
685,38946473,1,задача,участие жизнь проект весь этап дизайн разработка внедрение обновление улучшение,0
686,38946473,1,задача,поддержка система включая консультация стадия дизайн разработка планирование необходимый работа,0
687,38946473,1,задача,обслуживание работать сервис включая мониторинг системный бизнес метрик весь показатель,0
688,38946473,1,задача,автоматизация улучшение весь процесс связать обслуживание система усиление отказоустойчивость масштабирование,0
689,38946473,1,задача,участие устранение расследование причина сбой,0
690,38946473,2,требование,опыт разработка асинхронный многокомпонентный система,1
691,38946473,2,требование,знание некоторый перечислить язык программирование формироваться команда разный профиль Java,1
692,38946473,2,требование,понимание принцип архитектура многокомпонентный система умение применять знание практика балансировка,1
693,38946473,2,требование,умение писать несложный фронтенд внутренний пользователь HTML CSS JS,1
694,38946473,3,предлагать,работа комфортный офис метро водный стадион уютный офис панорамный вид,3
695,38946473,3,предлагать,профессиональный развитие постоянно проводить митап тренинг мастер класс твой распоряжение,3
696,38946473,3,предлагать,бесплатный вкусный обед уютный Tinkoff сafe захотеть перекусить каждый этаж,3
697,38946473,3,предлагать,забота здоровье оформить полис дмс стоматология страховка несчастный случай твой,3
698,38946473,3,предлагать,занятие бесплатный фитнес зал Tinkoff Sport пользоваться тренажер посещать групповой,3
699,38946473,3,предлагать,достойный твой профессиональный уровень зарплата,3
700,38480764,0,искать аналитик который,иметь опыт веб скрепинг парсинг,1
701,38480764,0,искать аналитик который,командный игрок хотеть обсуждать технический решение идея,1
702,38480764,1,обязанность,автоматизация маркетинговый аналитик,0
703,38480764,1,обязанность,разработка скрипт python sql создание маркетинговый отчет,0
704,38480764,1,обязанность,парсинг данные веб сайт python – написание новый скрипт поддержание,0
705,38480764,1,обязанность,проверка исследование гипотеза,0
706,38480764,2,требование,уверенный работа Python библиотека beautifulsoup requests прочий,1
707,38480764,2,требование,понимание структура сайт базовый знание HTML,1
708,38480764,2,требование,умение работать jupyter ipython,1
709,38480764,2,требование,базовый навык работа unix linux консоль,1
710,38480764,2,требование,понимание базовый результат статистика например основной распределение свойство цпт некоторый,1
711,38480764,2,требование,владение SQL навык написание запрос бд,1
712,38480764,2,требование,владение JavaScript – преимущество,1
713,38480764,3,условие,место работа статья маротра павелецкий маротра добрынинский бизнес центр LIGHTHOUSE,4
714,38480764,3,условие,режим работа 10 00 19 00,4
715,38480764,3,условие,заработный плата оформление соответствие трудовой законодательство рф,4
716,38480764,3,условие,комфортный условие работа,4
719,39534253,1,обязанность,управление команда разработчик,0
720,39534253,1,обязанность,декомпозиция постановка задача,0
721,39534253,1,обязанность,оценка срок трудоемкость реализация задача,0
722,39534253,1,обязанность,Review код член команда,0
723,39534253,1,обязанность,участие проектирование принятие архитектурный решение,0
724,39534253,1,обязанность,участие разработка задача выполнение роль играть тренер,0
725,39534253,2,требование,уверенный знание Java J2EE Spring Framework Spring MVC Spring Webservices,1
726,39534253,2,требование,уверенный знание SQL субд Oracle MySQL,1
727,39534253,2,требование,XML DOM SAX StAX XML Schema,1
728,39534253,2,требование,опыт работа Maven ANT,1
729,39534253,2,требование,понимание принцип интеграция приложение знание интеграционный технология стандарт SOAP Веб,1
730,39534253,2,требование,знание опыт применение шаблон проектирование enterprise integration patterns,1
731,39534253,2,требование,знание основа UML объектно ориентировать анализ проектирование,1
732,39534253,3,плюс,опыт работа e commerce особенность промышленный e commerce платформа Oracle,2
733,39534253,3,плюс,опыт FE разработка,2
734,39534253,3,плюс,опыт разработка мобильный приложение Android iOS,2
735,39534253,3,плюс,опыт работа Apache SOLR Lucene,2
736,39534253,3,плюс,опыт разработка высоконагруженный система,2
737,39534253,3,плюс,продвинуть знание Linix опыт администрирование,2
738,39534253,3,плюс,разговорный английский плюс чтение технический документация достаточный,2
739,39534253,3,плюс,высокий ответственность быстрый обучаемость желание разбираться новый технология умение эффективно,2
740,39534253,4,условие,работа команда профессионал амбициозный проект инновационный технология,4
741,39534253,4,условие,реальный условие профессиональный реализация развитие,4
742,39534253,4,условие,изучение промышленный платформа SAP Hybris 2021 год планировать разработка мобильный,4
743,39534253,4,условие,соблюдение тк рф соблюдение весь социальный гарантия,4
744,39534253,4,условие,график работа смешанный офис удаленка,4
745,39534253,4,условие,высокий уровень вознаграждение заработный плата итог собеседование,4
746,39534253,4,условие,местоположение офис мо гухимка транспортный проезд далее 7 корпоративный транспорт,4
747,39534253,4,условие,отличный командный атмосфера приятный общение коллега,4
748,39734664,0,обязанность,проектирование логический физический модель данные аналитический система,0
749,39734664,0,обязанность,обеспечение качество данные своевременность полнота отсутствие ошибка доступность документация прозрачность,0
750,39734664,0,обязанность,интеграция внутренний внешний источник данные компания,0
751,39734664,0,обязанность,имплементация сервис машинный обучение,0
752,39734664,0,обязанность,построение внутренний инструмент data discover,0
753,39734664,1,требование,знание современный архитектурный подход DWH Data Lake Data Vault Anchor,1
754,39734664,1,требование,уверенный практика MPP RDBMS Vertica Greenplum Teradata etc,1
755,39734664,1,требование,отличный владение Python 3 вкупе асинхронный фреймворка,1
756,39734664,1,требование,экспертный знание SQL предпочтительный Vertica SQL,1
757,39734664,1,требование,опыт работа планировщик оркестратор Apache Airflow Luigi etc,1
758,39734664,1,требование,опыт работа Kafka,1
759,39734664,1,требование,опыт работа NoSQL база MongoDB Redis Elasticsearch etc,1
760,39734664,1,требование,плюс,1
761,39734664,1,требование,опыт работа технология стек Hadoop,1
762,39734664,1,требование,опыт работа CDC система Debezium GoldenGate etc,1
763,39734664,1,требование,опыт работа Docker Kubernetes,1
764,39734664,1,требование,опыт разработка парадигма CI CD,1
765,39734664,1,требование,умение желание делать вставка Cython Go Scala Java,1
766,39734664,2,условие,работа международный развиваться весь мир сервис,4
767,39734664,2,условие,располагаться современный офис недалеко станция метро преображенский площадь 7 минута,4
768,39734664,2,условие,график работа 5 2 9 30 18 30,4
769,39734664,2,условие,просторный кухня бесплатный еда напиток,4
770,39734664,2,условие,предоставлять дмс испытательный срок,4
773,39063736,1,конкретно предстоять заниматься,разбираться инцидент тестовый production окружение,0
774,39063736,1,конкретно предстоять заниматься,улучшать система мониторинг логирование настраивать триггер реагировать,0
775,39063736,1,конкретно предстоять заниматься,предлагать путь улучшение система поддерживать production бизнес мочь спокойный,0
776,39063736,1,конкретно предстоять заниматься,взаимодействовать команда разработка решение инцидент улучшение процесс,0
777,39063736,2,требовать,хороший знание Linux система,1
778,39063736,2,требовать,знакомство концепция контейнеризация оркестрация приложение,1
779,39063736,2,требовать,понимание работа SQL NoSQL база данные,1
780,39063736,2,требовать,понимание функционировать современный веб приложение приветствоваться опыт эксплуатация понимание веб,1
781,39063736,3,бонус,опыт Kubernetes,1
782,39063736,3,бонус,опыт аnsible,1
783,39063736,3,бонус,опыт развертывание эксплуатация база данные,1
784,39063736,3,бонус,умение программировать любой япа,1
785,39063736,3,бонус,опыт работа облачный платформа AWS Gср YandexCloud MailRu Cloud,1
786,39063736,3,бонус,знание принцип работа Prometheus Grafana Zabbix,1
787,39063736,3,бонус,знание Elasticsearch ELk Garana Loki опыт работа,1
788,39063736,3,бонус,умение писать скрипт,1
791,39869485,1,обязанность член команда входить,разработка тест SDK KasperskyOS последующий автоматизация,0
792,39869485,1,обязанность член команда входить,участие дизайн сборка стенд автотест,0
793,39869485,1,обязанность член команда входить,дизайн автоматизация нагрузочный тестирование тестирование производительность,0
794,39869485,1,обязанность член команда входить,тест дизайн оформление тесткейс тестплан,0
795,39869485,1,обязанность член команда входить,документирование результат тестирование,0
796,39869485,1,обязанность член команда входить,работа требование валидация участие релизный процедура,0
797,39869485,1,обязанность член команда входить,портирование Kaspersky OS тест компонент сторонний разработчик,0
798,39869485,2,успешный данный роль необходимый,опыт тестирование системный сервисный,1
799,39869485,2,успешный данный роль необходимый,знание село уровень чтение понимание правка код,1
800,39869485,2,успешный данный роль необходимый,знание оса семейство Linux уровень опытный пользователь,1
801,39869485,2,успешный данный роль необходимый,базовый знание схемотехника,1
802,39869485,2,успешный данный роль необходимый,опыт тестирование разработка разный аппаратный платформа,1
803,39869485,2,успешный данный роль необходимый,умение работать требование,1
804,39869485,2,успешный данный роль необходимый,понимание жизненный цикл процесс разработка методология Agile место тестирование процесс,1
805,39869485,2,успешный данный роль необходимый,английский уровень чтение технический литература,1
806,39869485,3,плюс,знание Python,2
807,39869485,3,плюс,опыт работа raspberry pi arduino orange Tinker Board аналог GPIO,2
808,39869485,3,плюс,опыт работа стенд контрольно измерительный аппаратура,2
809,39869485,3,плюс,опыт разработка Linux GDB GNU Make,2
810,39869485,3,плюс,опыт работа Docker виртуальный машина,2
811,39869485,3,плюс,знание опыт применение практика Security Development Lifecycle SDL,2
812,39869485,3,плюс,опыт проведение нагрузочный тестирование тестирование производительность,2
813,39869485,3,плюс,понимание архитектура микроядерный операционный система,2
814,39869485,3,плюс,знание сетевой технология сеть протокол,2
820,39904429,1,предстоять,поиск обработка построение витрина данные кластер Cloudera Hadoop,0
821,39904429,1,предстоять,подготовка отчет бизнес каждый команда Product owners аналитик,0
822,39904429,2,твой опыт важный,опыт работа роль разработчик стек Hadoop менее 2 х год,1
823,39904429,2,твой опыт важный,опыт разработка приложение использование инструментария экосистема Hadoop Spark streaming Hbase,1
824,39904429,2,твой опыт важный,опыт разработка Java Python Spark Scala,1
825,39904429,2,твой опыт важный,понимание принцип модель распределить вычисление,1
826,39904429,2,твой опыт важный,опыт разработка ETL Self service ETL процесс наполнение данные,1
827,39904429,2,твой опыт важный,система хранение Data Lake,1
828,39904429,2,твой опыт важный,желательный опыт формирование витрина данные Hadoop,1
829,39904429,2,твой опыт важный,понимание подход организация разработка Ci CD DEVops,1
830,39904429,2,твой опыт важный,опыт решение ETL data engineering задача,1
831,39904429,3,почему классный,оформлять тк рф предлагать зарплата который позволить думать текущий задача,3
832,39904429,3,почему классный,дмс окончание испытательный срок,3
833,39904429,3,почему классный,предлагать топовый железо,3
834,39904429,3,почему классный,решить чудесный идея отмечать день рождение наш ребенок думать день,3
835,39904429,3,почему классный,участвовать передовой конференция качество докладчик слушатель,3
836,39904429,3,почему классный,прозрачность плоский структура минимум бюрократия гибкий внутренний процесс,3
837,39904429,3,почему классный,доверять выглядеть конечный результат также верить самостоятельно справиться контроль рабочий,3
